logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id
-0.1715,3.775,#858585,0.9908,1.0,sulp-2,2184,WBGene00017464,180828
-0.1342,2.021,#858585,0.9783,1.0,octr-1,1411,WBGene00006411,184469
0.06997,6.41,#858585,0.9961,1.0,T21F4.1,1094,WBGene00020658,180830
0.8269,1.646,#858585,0.6315,1.0,T22B7.8,689,WBGene00044570,3896877
0.1067,3.881,#858585,0.9836,1.0,T22B7.4,1813,WBGene00020673,180831
-1.663,2.266,#858585,0.04424,0.1703,srv-7,1056,WBGene00005718,259994
0.8094,3.715,#858585,0.6645,1.0,T22B7.3,955,WBGene00020672,188723
-1.532,5.55,#858585,0.04597,0.1756,egl-13,2661,WBGene00001182,180833
-1.822,5.703,#858585,0.1131,0.3652,set-19,3998,WBGene00020919,180834
-1.774,4.122,#858585,0.03196,0.1313,set-20,1957,WBGene00020920,180835
-1.722,6.711,#858585,0.01553,0.07479,W01C8.5,2138,WBGene00020921,180836
1.082,3.683,#858585,0.3977,0.9279,cyp-43A1,1980,WBGene00017108,180838
-1.215,5.815,#858585,0.3292,0.8148,rgs-6,2674,WBGene00004349,180840
-0.3032,3.191,#858585,0.9886,1.0,gnrr-4,1916,WBGene00016570,180841
-0.7355,5.087,#858585,0.8293,1.0,tag-294,1879,WBGene00016937,180842
1.8,1.36,#858585,0.02922,0.1225,C54H2.4,978,WBGene00016938,183821
0.4096,4.367,#858585,0.9717,1.0,sym-3,1260,WBGene00006368,183819
-1.286,7.243,#858585,0.1483,0.452,sft-4,1314,WBGene00004788,180843
-1.081,4.446,#858585,0.4044,0.9386,gakh-1,1969,WBGene00018516,180844
1.491,3.062,#858585,0.05306,0.1979,twnk-1,2100,WBGene00018514,180845
-0.3131,2.624,#858585,0.912,1.0,F46G11.4,345,WBGene00018517,180846
1.591,3.74,#858585,0.1867,0.5366,F13D11.3,640,WBGene00017428,180847
-1.457,7.167,#858585,0.3183,0.7959,hbl-1,4343,WBGene00001824,180848
0.963,3.753,#858585,0.5568,1.0,acp-5,1454,WBGene00017427,180849
-1.055,6.283,#858585,0.4384,0.9909,F13D11.4,1252,WBGene00017429,184416
0.8413,3.543,#858585,0.6287,1.0,dct-11,915,WBGene00021060,189237
-0.9199,6.69,#858585,0.59,1.0,puf-9,3322,WBGene00004245,180850
0.05632,5.163,#858585,0.9992,1.0,atat-2,973,WBGene00021059,180852
-1.404,5.719,#858585,0.09692,0.3227,ctbp-1,2862,WBGene00006424,180853
0.3901,2.584,#858585,0.9516,1.0,F49E10.4,2839,WBGene00018641,186045
-1.544,6.389,#858585,0.08671,0.2953,flp-7,744,WBGene00001450,180854
-1.408,1.713,#858585,0.2035,0.5735,F49E10.2,2947,WBGene00018640,180855
-1.368,4.933,#858585,0.0862,0.2941,tbc-16,2418,WBGene00018639,180856
-0.7578,0.7819,#858585,0.682,1.0,Y23B4A.1,382,WBGene00021267,189520
-0.5627,3.031,#858585,0.9096,1.0,egl-6,1449,WBGene00001175,183513
1.001,7.088,#858585,0.4986,1.0,acs-17,3019,WBGene00016716,180859
-0.5283,2.848,#858585,0.9291,1.0,R07E4.5,2601,WBGene00019938,180861
0.03656,3.544,#858585,0.9918,1.0,R07E4.3,366,WBGene00019937,180862
-1.739,4.589,#858585,0.03587,0.1435,R07E4.1,3589,WBGene00019935,180863
-1.003,7.853,#858585,0.4953,1.0,kin-2,2249,WBGene00002190,180864
0.1085,3.311,#858585,0.9872,1.0,klp-13,2447,WBGene00002224,180865
1.764,4.861,#858585,0.07899,0.2741,inx-3,1633,WBGene00002125,180866
-0.02351,1.697,#858585,0.9972,1.0,F22F4.9,411,WBGene00271606,32091598
2.003,0.4564,#858585,0.02014,0.09163,C09B8.3,1398,WBGene00015622,182439
0.1794,1.182,#858585,0.9665,1.0,C09B8.8,507,WBGene00015625,180869
1.028,1.336,#858585,0.4682,1.0,C09B8.4,912,WBGene00015623,180870
1.904,1.727,#858585,0.0213,0.09562,C09B8.5,1277,WBGene00015624,182440
-0.5594,5.41,#858585,0.9333,1.0,ipp-5,1721,WBGene00002146,180871
-0.5463,6.952,#858585,0.8709,1.0,hsp-25,979,WBGene00002023,180872
-1.135,6.015,#858585,0.346,0.843,pak-1,2333,WBGene00003911,180873
-1.261,4.939,#858585,0.1776,0.5176,C45B2.6,2500,WBGene00016661,180874
0.2889,5.39,#858585,0.9888,1.0,gln-1,1369,WBGene00001602,180875
1.162,3.057,#858585,0.2899,0.7451,ggr-2,2199,WBGene00001587,191637
1.69,4.568,#858585,0.03134,0.1292,C45B2.2,402,WBGene00016659,180877
-1.445,10.04,#858585,0.1387,0.4293,hsp-3,2677,WBGene00002007,180880
-0.004237,5.579,#858585,0.9998,1.0,C15H9.5,2408,WBGene00015801,180881
0.111,5.199,#858585,0.9983,1.0,C15H9.4,1619,WBGene00015800,182643
0.8246,4.87,#858585,0.6285,1.0,prx-3,1478,WBGene00004193,182644
-0.2583,1.736,#858585,0.9678,1.0,C15H9.3,945,WBGene00015799,182642
2.232,0.9987,#858585,0.02525,0.1095,C15H9.2,798,WBGene00015798,182641
-0.1374,6.247,#858585,0.9558,1.0,C15H9.9,632,WBGene00015803,180885
-0.8964,5.527,#858585,0.5989,1.0,Y72A10A.1,1120,WBGene00022202,190620
-0.9529,3.784,#858585,0.5577,1.0,odd-2,1060,WBGene00003846,183219
1.407,2.18,#858585,0.09733,0.3237,T25B2.2,1873,WBGene00020786,180887
-2.475,0.7979,#858585,0.02464,0.1073,T13C5.7,622,WBGene00020487,180888
0.5987,0.9831,#858585,0.8554,1.0,daf-9,2057,WBGene00000905,180889
0.5228,4.857,#858585,0.9359,1.0,bca-1,1261,WBGene00000245,180890
0.4446,2.685,#858585,0.9324,1.0,mtp-18,678,WBGene00077690,6418865
0.9081,4.057,#858585,0.651,1.0,T13C5.6,596,WBGene00020486,180891
-1.067,5.601,#858585,0.3995,0.9305,lrch-1,2024,WBGene00015779,180893
0.1756,5.262,#858585,0.9954,1.0,lite-1,1467,WBGene00001803,180894
2.165,0.126,#858585,0.01067,0.05618,C14F11.4,1438,WBGene00015780,182619
0.5462,6.71,#858585,0.9412,1.0,hsp-43,1385,WBGene00002024,180895
-0.654,7.335,#858585,0.8034,1.0,got-2.2,1487,WBGene00015778,180897
1.34,8.613,#858585,0.1357,0.4218,W05H9.3,1512,WBGene00021050,NA
-0.6077,4.916,#858585,0.8558,1.0,W05H9.4,2628,WBGene00021051,3565039
-0.5846,5.178,#858585,0.8466,1.0,W05H9.2,2985,WBGene00021049,180899
-0.0392,3.784,#858585,0.9992,1.0,lev-9,4465,WBGene00002976,188252
-1.519,2.908,#858585,0.04521,0.1732,mom-1,1534,WBGene00003394,180904
-0.5631,3.775,#858585,0.9258,1.0,T07H6.1,2322,WBGene00020330,180905
0.5645,1.552,#858585,0.8821,1.0,T10E10.3,1209,WBGene00020420,188386
1.544,2.579,#858585,0.1386,0.4291,T10E10.4,3005,WBGene00020421,180906
-0.2469,2.913,#858585,0.9787,1.0,C03B1.7,2741,WBGene00015378,182149
-0.09687,2.083,#858585,0.9856,1.0,C03B1.5,1315,WBGene00015376,182148
1.236,1.721,#858585,0.2661,0.7005,C03B1.2,843,WBGene00015373,182145
0.1166,7.414,#858585,0.9963,1.0,lmp-1,1044,WBGene00003053,180912
-1.824,3.794,#858585,0.03046,0.1267,igcm-2,2237,WBGene00020130,180913
-1.056,0.6505,#858585,0.4786,1.0,igdb-3,1849,WBGene00020691,188745
-0.3344,5.695,#858585,0.9664,1.0,glt-4,1684,WBGene00001622,188744
-1.136,9.061,#858585,0.3411,0.8348,mup-2,1598,WBGene00003495,180914
0.6212,1.785,#858585,0.8653,1.0,T22E5.1,354,WBGene00020690,188743
-0.2425,3.881,#858585,0.9951,1.0,T22E5.6,764,WBGene00020692,188746
-0.9281,7.556,#858585,0.5966,1.0,K10C2.1,7175,WBGene00019617,180915
0.5348,1.902,#858585,0.9075,1.0,K10C2.2,1044,WBGene00019618,187252
-0.4511,7.729,#858585,0.948,1.0,asp-14,1202,WBGene00019619,180917
-0.7979,7.275,#858585,0.7755,1.0,fah-1,1531,WBGene00019620,180918
-2.013,3.571,#858585,0.04318,0.1668,nas-33,1991,WBGene00003551,186987
-0.8145,6.204,#858585,0.7106,1.0,pept-1,2928,WBGene00003877,180919
-3.057,-0.4603,#858585,0.03497,0.1406,K04E7.1,537,WBGene00019383,186986
0.139,4.302,#858585,0.9938,1.0,C15B12.4,1853,WBGene00015786,180920
-1.638,3.663,#858585,0.061,0.2218,C15B12.1,1324,WBGene00015783,180921
0.9261,3.689,#858585,0.6116,1.0,gar-1,2333,WBGene00001517,180922
0.03869,4.68,#858585,0.9993,1.0,actl-1,1338,WBGene00015787,182629
-0.7267,6.199,#858585,0.7747,1.0,cdf-1,2133,WBGene00000393,180923
0.2359,1.201,#858585,0.9516,1.0,glr-8,1488,WBGene00001619,180924
0.6715,4.163,#858585,0.8242,1.0,ttr-36,467,WBGene00044605,3896869
0.5324,4.503,#858585,0.9156,1.0,ttr-35,584,WBGene00017688,180925
-0.3181,6.658,#858585,0.9841,1.0,ets-4,2399,WBGene00017687,180927
1.325,0.1509,#858585,0.261,0.6905,ceh-60,1333,WBGene00017690,184803
-1.644,4.182,#858585,0.2895,0.7443,ilys-5,1285,WBGene00017691,180928
-0.5622,7.195,#858585,0.8652,1.0,svh-2,3929,WBGene00020504,180929
1.604,1.073,#858585,0.1085,0.3533,T14E8.4,1548,WBGene00043981,3565421
-0.2527,2.998,#858585,0.9849,1.0,dop-3,1959,WBGene00020506,188499
0.1211,5.376,#858585,0.9975,1.0,T28B4.1,2253,WBGene00020884,180930
0.5342,7.412,#858585,0.919,1.0,ttr-6,575,WBGene00020886,189028
0.8377,5.426,#858585,0.6654,1.0,hic-1,797,WBGene00020887,189029
1.821,-0.2582,#858585,0.08786,0.298,F23G4.1,569,WBGene00044574,3896878
-0.3877,7.513,#858585,0.8973,1.0,cpr-6,1264,WBGene00000786,180931
-0.553,2.715,#858585,0.8834,1.0,C25B8.8,1067,WBGene00044297,3565112
-0.2522,4.849,#858585,0.978,1.0,kqt-1,2729,WBGene00002233,180933
-1.272,2.106,#858585,0.2197,0.6084,aexr-2,1339,WBGene00016090,259709
1.785,0.5032,#858585,0.05925,0.2167,aexr-1,1098,WBGene00016089,182881
1.609,5.638,#858585,0.01849,0.08565,nhr-120,1682,WBGene00003710,182882
-0.07911,4.935,#858585,0.998,1.0,nhr-173,1741,WBGene00016975,183862
-0.3568,4.662,#858585,0.9867,1.0,nhr-137,1733,WBGene00003727,183865
-1.449,4.603,#858585,0.05684,0.2099,F38B6.6,2208,WBGene00018175,185454
-0.7878,3.743,#858585,0.7703,1.0,acr-2,1957,WBGene00000042,180936
1.081,4.514,#858585,0.4086,0.9447,nas-11,1802,WBGene00003530,180938
-0.9016,3.938,#858585,0.6562,1.0,smf-1,1846,WBGene00004876,180939
-0.3316,6.277,#858585,0.9366,1.0,slc-25A10,1373,WBGene00019656,180940
-0.8562,4.81,#858585,0.7285,1.0,K11G12.6,2109,WBGene00019657,180941
-0.4559,4.673,#858585,0.9075,1.0,R03E9.2,2131,WBGene00019843,187540
1.224,0.6895,#858585,0.3219,0.8022,R03E9.9,133,WBGene00200645,NA
-0.9629,7.253,#858585,0.5496,1.0,mdl-1,1211,WBGene00003163,180942
1.112,4.647,#858585,0.3386,0.8313,abts-4,3293,WBGene00019844,180943
-0.4636,3.397,#858585,0.9164,1.0,irk-1,2137,WBGene00002149,180944
2.733,0.5999,#858585,0.01914,0.08806,H22K11.3,750,WBGene00019226,186761
0.13,2.972,#858585,0.9867,1.0,bgal-2,1984,WBGene00019225,180945
-0.2992,4.522,#858585,0.9895,1.0,sgca-1,1475,WBGene00019227,180946
1.26,9.044,#858585,0.3203,0.7992,asp-3,1468,WBGene00000216,180947
0.0858,4.772,#858585,0.9968,1.0,M03A8.3,1457,WBGene00019749,187416
-0.08875,7.202,#858585,0.9765,1.0,atg-2,7442,WBGene00019748,180949
0.9178,8.106,#858585,0.5918,1.0,dhs-28,1409,WBGene00000991,180950
-0.9713,6.009,#858585,0.5437,1.0,gei-15,1448,WBGene00001572,24104769
-0.3928,4.803,#858585,0.9781,1.0,F41B4.1,1334,WBGene00018257,180952
0.6415,4.337,#858585,0.721,1.0,F41B4.2,632,WBGene00018258,180953
0.4407,4.506,#858585,0.9286,1.0,glr-6,3025,WBGene00001617,180955
-0.2047,6.99,#858585,0.9364,1.0,asg-2,505,WBGene00000210,180956
0.3531,1.443,#858585,0.9413,1.0,F41C6.7,1179,WBGene00018280,185601
0.8473,0.9941,#858585,0.611,1.0,F14B8.4,394,WBGene00017446,184451
1.364,4.033,#858585,0.2409,0.6515,sid-5,516,WBGene00017445,184450
-1.208,5.596,#858585,0.2556,0.6802,nhx-4,2992,WBGene00003732,180964
-0.9238,4.38,#858585,0.6324,1.0,otpl-3,1925,WBGene00017449,259710
-0.9639,5.668,#858585,0.5553,1.0,F14B8.5,2197,WBGene00017447,180965
-0.601,5.945,#858585,0.9036,1.0,F14B8.6,1539,WBGene00017448,180966
-0.2648,4.164,#858585,0.9889,1.0,C16E9.2,1764,WBGene00015866,180967
-1.832,5.932,#858585,0.01313,0.0659,C16E9.1,1962,WBGene00015865,182693
-1.234,6.579,#858585,0.2041,0.5746,inx-1,2730,WBGene00002123,180968
-0.2709,1.811,#858585,0.9807,1.0,F01E11.3,990,WBGene00017156,184061
-0.3053,1.768,#858585,0.9726,1.0,F01E11.17,930,WBGene00219372,13221278
-0.7139,4.572,#858585,0.7264,1.0,F01E11.18,839,WBGene00219373,13221279
1.012,2.682,#858585,0.4888,1.0,ugt-57,1947,WBGene00017154,180969
-0.7212,4.087,#858585,0.8731,1.0,tyra-2,1906,WBGene00017157,180970
0.3122,3.999,#858585,0.9422,1.0,cah-5,1091,WBGene00000283,180972
1.171,5.366,#858585,0.3461,0.843,flp-26,420,WBGene00020126,259712
-0.7163,4.352,#858585,0.8337,1.0,ubc-17,2531,WBGene00006712,181979
-0.7433,4.579,#858585,0.8423,1.0,B0403.3,1414,WBGene00015167,181980
-0.9865,8.396,#858585,0.5176,1.0,pdi-6,1640,WBGene00015168,180974
2.105,1.851,#858585,0.01013,0.05396,B0403.6,907,WBGene00043982,3565262
-0.9349,6.064,#858585,0.5883,1.0,C36B7.6,2135,WBGene00016469,180976
-0.4477,5.243,#858585,0.9203,1.0,ist-1,3661,WBGene00002163,180978
2.094,1.975,#858585,0.01768,0.08251,clec-86,599,WBGene00016912,183775
0.1339,5.371,#858585,0.9962,1.0,alh-10,1654,WBGene00000116,180979
-1.453,8.058,#858585,0.1992,0.564,lam-2,5967,WBGene00016913,180980
0.6408,3.024,#858585,0.791,1.0,C54D1.7,465,WBGene00016914,259713
-0.9801,6.293,#858585,0.5242,1.0,pgp-10,4284,WBGene00004004,180981
-1.849,5.09,#858585,0.01678,0.07932,bar-1,2592,WBGene00000238,180982
-0.5493,6.635,#858585,0.8962,1.0,dnj-7,1965,WBGene00001025,180983
1.853,2.557,#858585,0.01313,0.0659,C55B6.1,1998,WBGene00016939,180984
1.48,0.9622,#858585,0.1674,0.4952,ZK867.2,1092,WBGene00022829,191445
1.173,3.6,#858585,0.2683,0.7042,spp-22,510,WBGene00044283,3565459
-1.501,6.721,#858585,0.0866,0.2951,syd-9,3066,WBGene00044068,180985
0.03013,10.21,#858585,0.9964,1.0,F46H5.3,1485,WBGene00018519,180986
-1.333,6.78,#858585,0.1259,0.3973,F46H5.7,2815,WBGene00018522,180987
-1.328,6.59,#858585,0.3128,0.7862,F46H5.4,6603,WBGene00018520,180988
0.322,1.754,#858585,0.9424,1.0,F46H5.5,855,WBGene00018521,185881
0.3862,3.888,#858585,0.9679,1.0,lact-1,1273,WBGene00018523,185882
-0.5728,6.04,#858585,0.9484,1.0,F46H5.2,1935,WBGene00018518,180989
-1.454,6.496,#858585,0.1822,0.5267,unc-10,4927,WBGene00006750,180990
0.6749,6.228,#858585,0.8957,1.0,lron-7,1992,WBGene00019351,180991
0.09667,3.608,#858585,0.983,1.0,K03A1.4,666,WBGene00019352,186916
0.8942,5.117,#858585,0.5749,1.0,spp-3,343,WBGene00004988,180993
1.801,4.569,#858585,0.2239,0.6178,spp-2,492,WBGene00004987,259714
-0.3258,1.527,#858585,0.8585,1.0,spp-4,460,WBGene00004989,188266
-0.1675,8.018,#858585,0.9455,1.0,spp-5,402,WBGene00004990,180994
-0.05066,4.463,#858585,0.9969,1.0,sng-1,994,WBGene00004912,180995
1.496,4.833,#858585,0.03558,0.1425,ttr-59,764,WBGene00020339,188262
1.898,4.97,#858585,0.02116,0.09514,ttr-30,608,WBGene00020335,259716
-0.0991,6.586,#858585,0.9903,1.0,epg-7,4457,WBGene00020334,180996
-0.2781,6.416,#858585,0.9758,1.0,C07D8.6,1121,WBGene00015565,180997
-0.4465,3.35,#858585,0.9732,1.0,npr-8,1894,WBGene00016984,183869
1.448,0.6168,#858585,0.3017,0.7664,C10A4.10,912,WBGene00050957,6418835
0.9733,0.7775,#858585,0.5237,1.0,C10A4.3,654,WBGene00015664,182484
-2.568,-0.702,#858585,0.03638,0.145,C10A4.2,816,WBGene00015663,182483
0.5633,1.524,#858585,0.864,1.0,mnm-2,920,WBGene00003380,182489
-0.2826,4.544,#858585,0.9786,1.0,clc-2,969,WBGene00000523,180999
-0.2044,5.34,#858585,0.9868,1.0,clc-5,1139,WBGene00000526,181000
-0.8452,6.183,#858585,0.6957,1.0,C01C10.2,1153,WBGene00015294,182067
0.4991,5.738,#858585,0.972,1.0,acl-12,1508,WBGene00015295,181001
-0.6884,6.113,#858585,0.8656,1.0,sox-2,1898,WBGene00004949,181002
-0.8534,6.036,#858585,0.612,1.0,coh-1,2925,WBGene00000591,181003
1.277,6.207,#858585,0.3075,0.7772,mek-1,1609,WBGene00003185,181004
0.2617,2.653,#858585,0.936,1.0,F48E3.9,1981,WBGene00018608,185982
-0.7368,1.925,#858585,0.7841,1.0,F48E3.2,1535,WBGene00018603,185981
-1.377,7.699,#858585,0.2073,0.5813,uggt-1,4733,WBGene00018604,181007
1.425,0.1993,#858585,0.1813,0.5252,F48E3.6,1298,WBGene00018606,181008
-2.881,4.328,#858585,0.01435,0.07014,ceh-14,1056,WBGene00000438,181012
-0.9691,3.055,#858585,0.5428,1.0,glb-16,1715,WBGene00018486,185848
-0.3025,4.16,#858585,0.9455,1.0,PDB1.1,1212,WBGene00019803,181016
0.9498,1.07,#858585,0.5528,1.0,F08C6.5,827,WBGene00017243,184175
-1.358,4.653,#858585,0.08654,0.295,vps-52,2274,WBGene00007059,181018
0.8952,6.536,#858585,0.653,1.0,apy-1,1201,WBGene00017244,181019
0.8701,5.814,#858585,0.7133,1.0,unc-98,1376,WBGene00006827,181020
0.7496,6.164,#858585,0.7979,1.0,pcyt-1,1661,WBGene00017241,181021
-0.49,4.161,#858585,0.8505,1.0,C44E12.1,1130,WBGene00016657,181023
-1.786,4.931,#858585,0.02049,0.09278,twk-17,3068,WBGene00006671,181024
-0.8703,4.912,#858585,0.6884,1.0,nlp-61,200,WBGene00017813,184956
-1.695,-0.2218,#858585,0.228,0.6263,F26A10.28,91,WBGene00219915,NA
-2.014,5.628,#858585,0.1017,0.3356,F26A10.2,3136,WBGene00017814,181025
-0.309,7.708,#858585,0.9799,1.0,pcca-1,2490,WBGene00017864,181026
0.5996,0.7044,#858585,0.8275,1.0,F27D9.13,1088,WBGene00270320,29991190
1.727,4.083,#858585,0.01954,0.0895,F27D9.7,1276,WBGene00017865,185019
1.374,4.393,#858585,0.1389,0.4295,F27D9.2,1682,WBGene00017861,181028
0.4125,5.045,#858585,0.8553,1.0,stn-2,1694,WBGene00017866,181029
-0.06384,7.392,#858585,0.9955,1.0,unc-18,2666,WBGene00006757,181030
-0.2636,4.438,#858585,0.9934,1.0,kvs-1,1891,WBGene00002242,183753
-0.7224,6.71,#858585,0.7786,1.0,K09F5.6,3080,WBGene00044698,4363114
0.7035,8.394,#858585,0.6912,1.0,spp-14,380,WBGene00004999,181032
-0.7874,3.804,#858585,0.8088,1.0,deg-1,2609,WBGene00000950,181035
-0.6321,4.655,#858585,0.8745,1.0,ZK154.4,987,WBGene00022666,181037
0.2652,5.849,#858585,0.8956,1.0,ZK154.5,3555,WBGene00022667,181039
1.201,4.985,#858585,0.2362,0.6432,ZK154.6,1091,WBGene00022668,181040
-0.5382,3.612,#858585,0.9477,1.0,adm-4,2340,WBGene00000075,181041
0.9905,1.645,#858585,0.5214,1.0,gpx-7,725,WBGene00019846,187542
0.5626,4.917,#858585,0.9537,1.0,R03G5.6,1107,WBGene00019847,187543
0.5113,7.109,#858585,0.8655,1.0,sek-1,2077,WBGene00004758,181043
-1.402,11.07,#858585,0.2371,0.6445,eef-1A.2,1919,WBGene00001169,181044
-0.9044,3.418,#858585,0.6249,1.0,sul-3,2076,WBGene00006310,183778
-0.8518,4.628,#858585,0.6599,1.0,C54D2.2,434,WBGene00016916,183777
-0.863,6.282,#858585,0.6215,1.0,cca-1,6414,WBGene00000367,181045
-0.1667,3.392,#858585,0.9449,1.0,C39D10.8,1019,WBGene00016535,181046
0.2488,3.415,#858585,0.9873,1.0,pcyt-2.2,1267,WBGene00016531,181047
0.3871,4.441,#858585,0.9839,1.0,C39D10.11,1502,WBGene00043983,3565451
2.27,0.9348,#858585,0.137,0.425,C39D10.7,3583,WBGene00016534,181050
1.813,3.992,#858585,0.01554,0.0748,zig-4,1038,WBGene00006981,181051
-0.1745,6.706,#858585,0.9889,1.0,tnt-3,4627,WBGene00006588,181052
-0.4057,4.301,#858585,0.9545,1.0,sfxn-2,1145,WBGene00015777,181054
-0.09346,5.921,#858585,0.9984,1.0,sem-5,1457,WBGene00004774,181055
0.8122,3.921,#858585,0.7078,1.0,F45E1.5,2055,WBGene00018466,185794
0.5017,7.175,#858585,0.8659,1.0,his-71,591,WBGene00001945,181057
-0.2044,5.406,#858585,0.9639,1.0,F45E1.4,1039,WBGene00018465,185793
-0.2567,4.77,#858585,0.9949,1.0,sdpn-1,1907,WBGene00018467,181058
-1.14,0.5838,#858585,0.3759,0.8921,F45E1.2,345,WBGene00018463,185791
-0.8904,4.275,#858585,0.6378,1.0,F45E1.1,913,WBGene00018462,185790
0.7095,7.939,#858585,0.7829,1.0,C34D10.2,3880,WBGene00016407,181059
1.237,4.061,#858585,0.2076,0.5819,C34D10.1,960,WBGene00016406,181060
-0.9139,8.217,#858585,0.609,1.0,dim-1,2473,WBGene00001000,181062
-0.3761,3.158,#858585,0.9155,1.0,C18A11.3,909,WBGene00015949,181063
-1.045,2.184,#858585,0.4949,1.0,C46F2.1,1117,WBGene00016714,183512
0.3422,6.962,#858585,0.9837,1.0,K07E3.4,2243,WBGene00019492,181064
-1.36,6.126,#858585,0.1795,0.5216,dao-3,1116,WBGene00000929,181065
-1.123,4.319,#858585,0.3074,0.7772,catp-5,4440,WBGene00019493,181067
-0.3873,4.611,#858585,0.9286,1.0,K07E3.2,2407,WBGene00019491,187111
-0.4453,6.384,#858585,0.8714,1.0,K07E3.1,4021,WBGene00019490,181068
-1.451,2.183,#858585,0.1061,0.3468,hlh-8,566,WBGene00001953,181069
0.3341,2.78,#858585,0.9728,1.0,C02B8.12,1089,WBGene00219375,13221698
-0.1204,1.965,#858585,0.9933,1.0,frpr-1,1148,WBGene00015323,182105
0.403,4.096,#858585,0.9732,1.0,C02B8.6,1807,WBGene00015324,181070
1.298,2.33,#858585,0.1522,0.4608,C02B8.3,739,WBGene00015322,182104
2.129,-0.2974,#858585,0.03258,0.1333,C02B8.1,653,WBGene00015320,181072
-1.989,6.118,#858585,0.087,0.2959,hil-3,877,WBGene00001854,181073
-0.2666,3.216,#858585,0.9544,1.0,F22F1.3,748,WBGene00017715,184851
-1.12,4.352,#858585,0.3636,0.8712,C17H11.2,2659,WBGene00015922,181074
-0.2433,4.388,#858585,0.9891,1.0,C17H11.1,1525,WBGene00015921,181075
2.045,-0.5316,#858585,0.05995,0.2187,C17H11.5,599,WBGene00015925,182753
-0.4085,6.824,#858585,0.9053,1.0,C17H11.6,3210,WBGene00015926,181076
0.9726,4.718,#858585,0.5289,1.0,cdd-1,903,WBGene00000391,183546
1.302,3.809,#858585,0.2136,0.5953,C47D2.1,523,WBGene00016738,183545
0.762,5.54,#858585,0.8365,1.0,K02A6.3,2000,WBGene00019294,181077
2.168,7.047,#858585,0.01392,0.06855,endu-2,1935,WBGene00019779,181079
-0.2582,3.742,#858585,0.9901,1.0,kqt-2,2305,WBGene00002234,181078
0.6181,4.538,#858585,0.9397,1.0,M60.6,1187,WBGene00019781,181080
-0.3265,5.34,#858585,0.9539,1.0,ksr-1,2621,WBGene00002239,181082
1.623,4.989,#858585,0.01444,0.07053,fis-2,639,WBGene00001425,184409
-1.227,3.585,#858585,0.2492,0.6673,F13B9.2,745,WBGene00017420,181083
-1.708,7.241,#858585,0.1381,0.4277,F13B9.1,5308,WBGene00017419,181084
-1.015,3.923,#858585,0.4819,1.0,R09F10.3,1694,WBGene00019987,181085
-1.66,7.003,#858585,0.0162,0.07715,inx-5,1697,WBGene00002127,181086
-0.8636,4.149,#858585,0.6181,1.0,R09F10.5,705,WBGene00019988,187750
0.4301,4.678,#858585,0.8705,1.0,R09F10.1,1255,WBGene00019986,181087
0.3011,3.916,#858585,0.9743,1.0,drd-5,1238,WBGene00018885,186315
0.3679,4.17,#858585,0.9785,1.0,npr-28,2183,WBGene00018886,181089
0.9915,5.758,#858585,0.5144,1.0,F40B5.2,1624,WBGene00018226,181090
-0.7031,5.04,#858585,0.8149,1.0,tbc-18,2690,WBGene00018281,181091
-0.4587,4.234,#858585,0.9694,1.0,F41D9.2,879,WBGene00018282,185612
-0.5294,6.16,#858585,0.9621,1.0,wrk-1,1960,WBGene00006942,181093
1.622,1.542,#858585,0.03891,0.1533,sulp-3,2623,WBGene00018283,181094
-0.8206,2.272,#858585,0.679,1.0,ced-8,1572,WBGene00000422,184190
-1.026,7.161,#858585,0.4672,1.0,tag-123,2436,WBGene00006472,181096
0.2524,6.456,#858585,0.9927,1.0,tth-1,731,WBGene00006649,181097
0.6659,1.126,#858585,0.8152,1.0,F08F1.3,706,WBGene00017257,184189
1.732,3.132,#858585,0.01998,0.091,kin-9,2234,WBGene00002195,181098
0.8022,3.631,#858585,0.754,1.0,F16F9.1,999,WBGene00017513,184573
-0.5032,3.732,#858585,0.8321,1.0,F16F9.3,680,WBGene00017514,184574
-0.4783,4.365,#858585,0.9414,1.0,F16F9.4,1447,WBGene00017515,184575
-0.8265,6.043,#858585,0.7225,1.0,nhr-14,1850,WBGene00003613,181102
-0.5421,3.753,#858585,0.8215,1.0,T01B10.5,751,WBGene00020137,187935
1.861,1.946,#858585,0.01988,0.09065,H03E18.2,917,WBGene00019149,186673
0.01422,6.257,#858585,0.9993,1.0,flp-5,544,WBGene00001448,181104
1.784,0.6485,#858585,0.282,0.7298,nspc-3,306,WBGene00044338,3565449
-1.357,7.125,#858585,0.1028,0.3386,sdha-1,2290,WBGene00015391,181108
-0.2791,6.126,#858585,0.9413,1.0,dhhc-14,2489,WBGene00044071,181109
-0.9051,5.329,#858585,0.5771,1.0,utx-1,3832,WBGene00017046,181110
-1.301,7.084,#858585,0.3252,0.8081,jmjd-3.1,3706,WBGene00017571,181111
0.7679,-0.011,#858585,0.6824,1.0,F18E9.8,735,WBGene00044780,4363130
-0.1855,5.933,#858585,0.9726,1.0,nlp-7,537,WBGene00003745,184647
0.6896,2.796,#858585,0.7357,1.0,F18E9.1,668,WBGene00017568,184646
0.171,0.8604,#858585,0.9614,1.0,H35N09.2,532,WBGene00019266,186802
